Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Peru,PER,2014,Annualized Mean Income Growth (2004-2014),5.0.AMeanIncGr.All,4.07865692
Peru,PER,2014,Annualized Mean Income Growth Bottom 40 Percent (2004-2014),5.0.AMeanIncGr.B40,6.48736384
Peru,PER,2009,Annualized Mean Income Growth (2004-2009),5.1.AMeanIncGr.All,5.05714401
Peru,PER,2009,Annualized Mean Income Growth Bottom 40 Percent (2004-2009),5.1.AMeanIncGr.B40,7.20753731
Peru,PER,2014,Annualized Mean Income Growth (2009-2014),5.2.AMeanIncGr.All,3.10928331
Peru,PER,2014,Annualized Mean Income Growth Bottom 40 Percent (2009-2014),5.2.AMeanIncGr.B40,5.77202817
Peru,PER,2014,Consumption per capita (2011 $),6.0.Conspc,6748.85302734375
Peru,PER,2013,Consumption per capita (2011 $),6.0.Conspc,6567.19287109375
Peru,PER,2012,Consumption per capita (2011 $),6.0.Conspc,6318.37451171875
Peru,PER,2011,Consumption per capita (2011 $),6.0.Conspc,6034.763671875
Peru,PER,2010,Consumption per capita (2011 $),6.0.Conspc,5768.68310546875
Peru,PER,2009,Consumption per capita (2011 $),6.0.Conspc,5374.541015625
Peru,PER,2008,Consumption per capita (2011 $),6.0.Conspc,5292.80615234375
Peru,PER,2007,Consumption per capita (2011 $),6.0.Conspc,4921.541015625
Peru,PER,2006,Consumption per capita (2011 $),6.0.Conspc,4585.3017578125
Peru,PER,2005,Consumption per capita (2011 $),6.0.Conspc,4370.2275390625
Peru,PER,2004,Consumption per capita (2011 $),6.0.Conspc,4268.03076171875
Peru,PER,2003,Consumption per capita (2011 $),6.0.Conspc,4179.208984375
Peru,PER,2002,Consumption per capita (2011 $),6.0.Conspc,4128.2568359375
Peru,PER,2001,Consumption per capita (2011 $),6.0.Conspc,3987.48657226563
Peru,PER,2000,Consumption per capita (2011 $),6.0.Conspc,4000.62377929688
Peru,PER,2014,GDP (current $),6.0.GDP_current,202596307719.116
Peru,PER,2013,GDP (current $),6.0.GDP_current,201848484663.508
Peru,PER,2012,GDP (current $),6.0.GDP_current,192679697094.166
Peru,PER,2011,GDP (current $),6.0.GDP_current,170564249004.954
Peru,PER,2010,GDP (current $),6.0.GDP_current,148522048127.964
Peru,PER,2009,GDP (current $),6.0.GDP_current,121192333742.779
Peru,PER,2008,GDP (current $),6.0.GDP_current,121572308725.52
Peru,PER,2007,GDP (current $),6.0.GDP_current,102170980824.545
Peru,PER,2006,GDP (current $),6.0.GDP_current,87862091339.4002
Peru,PER,2005,GDP (current $),6.0.GDP_current,74947898079.8981
Peru,PER,2004,GDP (current $),6.0.GDP_current,66695121799.7539
Peru,PER,2003,GDP (current $),6.0.GDP_current,59030590739.2504
Peru,PER,2002,GDP (current $),6.0.GDP_current,54436633339.9665
Peru,PER,2001,GDP (current $),6.0.GDP_current,51592365725.0363
Peru,PER,2000,GDP (current $),6.0.GDP_current,50980861887.1601
Peru,PER,2014,GDP growth (annual %),6.0.GDP_growth,2.35025382041931
Peru,PER,2013,GDP growth (annual %),6.0.GDP_growth,5.77036809921265
Peru,PER,2012,GDP growth (annual %),6.0.GDP_growth,5.95034646987915
Peru,PER,2011,GDP growth (annual %),6.0.GDP_growth,6.45221614837646
Peru,PER,2010,GDP growth (annual %),6.0.GDP_growth,8.45074653625488
Peru,PER,2009,GDP growth (annual %),6.0.GDP_growth,1.04923236370087
Peru,PER,2008,GDP growth (annual %),6.0.GDP_growth,9.14314842224121
Peru,PER,2007,GDP growth (annual %),6.0.GDP_growth,8.51844215393066
Peru,PER,2006,GDP growth (annual %),6.0.GDP_growth,7.52881669998169
Peru,PER,2005,GDP growth (annual %),6.0.GDP_growth,6.28517198562622
Peru,PER,2004,GDP growth (annual %),6.0.GDP_growth,4.9582781791687
Peru,PER,2003,GDP growth (annual %),6.0.GDP_growth,4.16485071182251
Peru,PER,2002,GDP growth (annual %),6.0.GDP_growth,5.45376443862915
Peru,PER,2001,GDP growth (annual %),6.0.GDP_growth,0.617831110954285
Peru,PER,2000,GDP growth (annual %),6.0.GDP_growth,2.69431114196777
Peru,PER,2014,GDP (constant 2005 $),6.0.GDP_usd,127720304093.879
Peru,PER,2013,GDP (constant 2005 $),6.0.GDP_usd,124787481675.707
Peru,PER,2012,GDP (constant 2005 $),6.0.GDP_usd,117979623102.115
Peru,PER,2011,GDP (constant 2005 $),6.0.GDP_usd,111353692717.127
Peru,PER,2010,GDP (constant 2005 $),6.0.GDP_usd,104604391440.032
Peru,PER,2009,GDP (constant 2005 $),6.0.GDP_usd,96453361963.0402
Peru,PER,2008,GDP (constant 2005 $),6.0.GDP_usd,95451850252.7518
Peru,PER,2007,GDP (constant 2005 $),6.0.GDP_usd,87455650512.6209
Peru,PER,2006,GDP (constant 2005 $),6.0.GDP_usd,80590588054.3878
Peru,PER,2005,GDP (constant 2005 $),6.0.GDP_usd,74947898079.8981
Peru,PER,2004,GDP (constant 2005 $),6.0.GDP_usd,70515855229.6399
Peru,PER,2003,GDP (constant 2005 $),6.0.GDP_usd,67184653151.3744
Peru,PER,2002,GDP (constant 2005 $),6.0.GDP_usd,64498391531.0089
Peru,PER,2001,GDP (constant 2005 $),6.0.GDP_usd,61162720718.5583
Peru,PER,2000,GDP (constant 2005 $),6.0.GDP_usd,60787158754.7241
Peru,PER,2014,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,11437.705078125
Peru,PER,2013,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,11324.1181640625
Peru,PER,2012,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,10850.69921875
Peru,PER,2011,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,10378.572265625
Peru,PER,2010,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,9877.712890625
Peru,PER,2009,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,9224.8701171875
Peru,PER,2008,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,9243.673828125
Peru,PER,2007,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,8573.8671875
Peru,PER,2006,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,7997.74365234375
Peru,PER,2005,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,7529.2373046875
Peru,PER,2004,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,7171.58544921875
Peru,PER,2003,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,6917.88427734375
Peru,PER,2002,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,6725.23828125
Peru,PER,2001,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,6460.01953125
Peru,PER,2000,"GDP per capita, PPP (constant 2011 international $)",6.0.GDPpc_constant,6506.1943359375
Peru,PER,2014,GNI per capita (2011 $),6.0.GNIpc,11436.904296875
Peru,PER,2013,GNI per capita (2011 $),6.0.GNIpc,11082.9951171875
Peru,PER,2012,GNI per capita (2011 $),6.0.GNIpc,10334.6962890625
Peru,PER,2011,GNI per capita (2011 $),6.0.GNIpc,9565.7998046875
Peru,PER,2010,GNI per capita (2011 $),6.0.GNIpc,8947.74609375
Peru,PER,2009,GNI per capita (2011 $),6.0.GNIpc,8311.4072265625
Peru,PER,2008,GNI per capita (2011 $),6.0.GNIpc,8241.4189453125
Peru,PER,2007,GNI per capita (2011 $),6.0.GNIpc,7421.93994140625
Peru,PER,2006,GNI per capita (2011 $),6.0.GNIpc,6711.564453125
Peru,PER,2005,GNI per capita (2011 $),6.0.GNIpc,6250.93798828125
Peru,PER,2004,GNI per capita (2011 $),6.0.GNIpc,5848.3330078125
Peru,PER,2003,GNI per capita (2011 $),6.0.GNIpc,5598.82373046875
Peru,PER,2002,GNI per capita (2011 $),6.0.GNIpc,5389.3125
Peru,PER,2001,GNI per capita (2011 $),6.0.GNIpc,5125.31787109375
Peru,PER,2000,GNI per capita (2011 $),6.0.GNIpc,5014.40673828125
Peru,PER,2014,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,82.71644009
Peru,PER,2013,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,83.2852469247
Peru,PER,2012,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,83.4790387611
Peru,PER,2011,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,84.3273414556
Peru,PER,2010,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,85.1369573458
Peru,PER,2009,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,84.4154178219
Peru,PER,2008,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,84.6344313858
Peru,PER,2007,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,85.6969414462
Peru,PER,2006,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,84.1933098068
Peru,PER,2005,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,83.1854464383
Peru,PER,2004,Labor Force Participation Rate (%)-Bottom 40 Percent,9.0.Labor.B40,84.9829169486
Peru,PER,2014,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,81.6990546177
Peru,PER,2013,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,82.7378004278
Peru,PER,2012,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,83.109932825
Peru,PER,2011,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,83.1750075105
Peru,PER,2010,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,83.3100385604
Peru,PER,2009,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,82.5699705546
Peru,PER,2008,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,81.1524349932
Peru,PER,2007,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,81.3841658446
Peru,PER,2006,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,78.8070019366
Peru,PER,2005,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,77.2906557659
Peru,PER,2004,Labor Force Participation Rate (%)-Top 60 Percent,9.0.Labor.T60,77.9242352414
Peru,PER,2014,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,90.7222858033
Peru,PER,2013,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,90.9489483349
Peru,PER,2012,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,91.2523369821
Peru,PER,2011,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,91.4750896808
Peru,PER,2010,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,91.7986444616
Peru,PER,2009,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,92.0096816486
Peru,PER,2008,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,92.3283981236
Peru,PER,2007,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,93.1343953421
Peru,PER,2006,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,92.8426766335
Peru,PER,2005,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,91.9711682087
Peru,PER,2004,"Labor Force Participation Rate (%)-Bottom 40 Percent, Male",9.1.Labor.B40,93.1431755949
Peru,PER,2014,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,89.6119224561
Peru,PER,2013,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,90.4072634478
Peru,PER,2012,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,90.7499431726
Peru,PER,2011,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,90.8957176797
Peru,PER,2010,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,90.8822950179
Peru,PER,2009,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,91.2274265477
Peru,PER,2008,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,89.9798389111
Peru,PER,2007,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,90.5139143624
Peru,PER,2006,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,88.3527998697
Peru,PER,2005,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,87.7197885214
Peru,PER,2004,"Labor Force Participation Rate (%)-Top 60 Percent, Male",9.1.Labor.T60,88.0277243152
Peru,PER,2014,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,75.652791122
Peru,PER,2013,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,76.5330020575
Peru,PER,2012,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,76.5523251414
Peru,PER,2011,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,77.9734830476
Peru,PER,2010,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,79.1415583969
Peru,PER,2009,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,77.4687777531
Peru,PER,2008,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,77.6877031411
Peru,PER,2007,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,78.839736431
Peru,PER,2006,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,76.090522977
Peru,PER,2005,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,75.136333161
Peru,PER,2004,"Labor Force Participation Rate (%)-Bottom 40 Percent, Female",9.2.Labor.B40,77.1373451499
Peru,PER,2014,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,74.1531907873
Peru,PER,2013,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,75.2298070241
Peru,PER,2012,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,75.6867039614
Peru,PER,2011,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,75.6917651002
Peru,PER,2010,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,76.0074758541
Peru,PER,2009,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,74.2171899837
Peru,PER,2008,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,72.7553094352
Peru,PER,2007,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,72.5963504557
Peru,PER,2006,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,69.5479672526
Peru,PER,2005,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,67.1256991545
Peru,PER,2004,"Labor Force Participation Rate (%)-Top 60 Percent, Female",9.2.Labor.T60,67.9726607796
Peru,PER,2025,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.0228620212853
Peru,PER,2024,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.52813431078434
Peru,PER,2023,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.25823962791555
Peru,PER,2022,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.62946279570004
Peru,PER,2021,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.04706040518888
Peru,PER,2020,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.19908416355004
Peru,PER,2019,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.62883227415691
Peru,PER,2018,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.27773403241197
Peru,PER,2017,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.10297724587338
Peru,PER,2016,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.44886144625374
Peru,PER,2015,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.45091985160132
Peru,PER,2014,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.78154421974097
Peru,PER,2013,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.6795772510625
Peru,PER,2012,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.34750312170162
Peru,PER,2011,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.86726818758916
Peru,PER,2010,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.31957014394232
Peru,PER,2009,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.83377143299212
Peru,PER,2008,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.46832770264706
Peru,PER,2007,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.03241321251153
Peru,PER,2006,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.4345596282601
Peru,PER,2005,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.78825992355072
Peru,PER,2004,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.76329209682886
Peru,PER,2003,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.06917628362225
Peru,PER,2002,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.66923401435065
Peru,PER,2001,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.79571358953793
Peru,PER,2000,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.8542152618092
Peru,PER,1999,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.16610810402794
Peru,PER,1998,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.04349052138929
Peru,PER,1997,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.27822881843858
Peru,PER,1996,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.04007973294563
Peru,PER,1995,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.07868403690523
Peru,PER,1994,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.39660767563795
Peru,PER,1993,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.87745453615141
Peru,PER,1992,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.01674306619971
Peru,PER,1991,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.93160466739175
Peru,PER,1990,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.34938114588714
Peru,PER,1989,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.03279945523472
Peru,PER,1988,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,12.9950574651962
Peru,PER,1987,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.3039456822029
Peru,PER,1986,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.74694747353782
Peru,PER,1985,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.8032921687162
Peru,PER,1984,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.86911641722688
Peru,PER,1983,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.66258185496457
Peru,PER,1982,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.63519201651611
Peru,PER,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.57807449338707
Peru,PER,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.79039638955724
Peru,PER,1979,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.23078287922089
Peru,PER,1978,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.43443134373368
Peru,PER,1977,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.38642485285403
Peru,PER,2025,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.5360167440677
Peru,PER,2024,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.0415999410858
Peru,PER,2023,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.6053430719204
Peru,PER,2022,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.0800654057883
Peru,PER,2021,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.4059652963884
Peru,PER,2020,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,47.6627915346069
Peru,PER,2019,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.4612889053462
Peru,PER,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.6725408354541
Peru,PER,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.2118639496695
Peru,PER,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.8657180700757
Peru,PER,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.1144376525269
Peru,PER,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.4064099322472
Peru,PER,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.248697067035
Peru,PER,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.0331253091399
Peru,PER,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.0551987983452
Peru,PER,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.7701102314263
Peru,PER,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.5830733000928
Peru,PER,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.9923356422271
Peru,PER,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.8844993295477
Peru,PER,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.222706152758
Peru,PER,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.4019319260382
Peru,PER,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.3531994235917
Peru,PER,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.1506171797475
Peru,PER,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.1500209327681
Peru,PER,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.5858134836577
Peru,PER,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.1103950856735
Peru,PER,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.165890671131
Peru,PER,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.0543301997648
Peru,PER,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.8807319299167
Peru,PER,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.7938638337132
Peru,PER,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.1926369917968
Peru,PER,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.3310432179353
Peru,PER,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.8463703494403
Peru,PER,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.7746478873239
Peru,PER,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.5314009661836
Peru,PER,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.042735042735
Peru,PER,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.8995319291207
Peru,PER,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.553165235595
Peru,PER,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.9200030936606
Peru,PER,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.2483308971675
Peru,PER,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.0813704496788
Peru,PER,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.1084296778539
Peru,PER,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.3937823834197
Peru,PER,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.3205828779599
Peru,PER,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.0229990800368
Peru,PER,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.2472433784245
Peru,PER,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.844615109841
Peru,PER,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.8330494037479
Peru,PER,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.0695718654434
Peru,PER,2025,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,29634416561.9522
Peru,PER,2024,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,23241678266.8691
Peru,PER,2023,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19915357218.7847
Peru,PER,2022,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19788536093.2797
Peru,PER,2021,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19274838993.1441
Peru,PER,2020,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8373010344.04111
Peru,PER,2019,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12588597030.0629
Peru,PER,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13801614237.7604
Peru,PER,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13238997044.0506
Peru,PER,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10269804551.9101
Peru,PER,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8917277437.95781
Peru,PER,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,11248280376.6013
Peru,PER,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13387921040.2969
Peru,PER,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14398096904.0002
Peru,PER,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14643525500.0095
Peru,PER,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12370121491.8988
Peru,PER,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9785100585.01893
Peru,PER,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10611206787.9163
Peru,PER,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9945432325.7638
Peru,PER,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8611582477.14318
Peru,PER,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5701072330.85162
